DNI,APELLIDOS Y NOMBRES,CARGO,CLIENTE,DIRECCION,SUPERVISOR,JORNADA,HORARIO,DESCANSO,UNIDAD,FECHA DE INGRESO,FECHA DE CESE,fecha_asistencia,estado_original,estado_limpio,estado_normalizado,es_atipico,es_activo_en_fecha
00000113,FICTICIO_113,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_113,LUNES A SABADO,07:00 - 16:00,DOMINGO,ITDV-LURIN,1970-01-01,,2026-05-04,A,A,Asistencia,False,True
00000114,FICTICIO_114,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_114,LUNES A SABADO,07:00 - 16:00,DOMINGO,ITDV-LURIN,2026-01-31,,2026-05-04,A,A,Asistencia,False,True
00000115,FICTICIO_115,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_115,LUNES A SABADO,07:00 - 16:00,DOMINGO,ITDV-LURIN,2025-01-11,,2026-05-04,A,A,Asistencia,False,True
00000116,FICTICIO_116,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_116,LUNES A SABADO,07:00 - 16:00,DOMINGO,ITDV-LURIN,1970-01-01,1970-01-01,2026-05-04,C,C,Cese,False,False
00000117,FICTICIO_117,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_117,LUNES A SABADO,18:00 - 06:00,DOMINGO,ITDV-LURIN,2025-01-11,,2026-05-04,A,A,Asistencia,False,True
00000118,FICTICIO_118,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"P58G+P4C, Av Gasoducto, Lurín 15842 - https://share.google/6ifaw21iLAJdnvM6h",SUPERVISOR_118,LUNES A SABADO,10:00 - 19:00,DOMINGO,ITDV-LURIN,1970-01-01,,2026-05-04,A,A,Asistencia,False,True
00000119,FICTICIO_119,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"P58G+P4C, Av Gasoducto, Lurín 15842 - https://share.google/6ifaw21iLAJdnvM6h",SUPERVISOR_119,LUNES A SABADO,07:00 - 16:00,DOMINGO,ITDV-LURIN,1970-01-01,,2026-05-04,A,A,Asistencia,False,True
00000120,FICTICIO_120,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_120,LUNES A SABADO,07:00 - 16:00,DOMINGO,ITDV-LURIN,2025-01-11,,2026-05-04,A,A,Asistencia,False,True
00000121,FICTICIO_121,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_121,LUNES A SABADO,18:00 - 06:00,DOMINGO,ITDV-LURIN,2025-11-20,,2026-05-04,A,A,Asistencia,False,True
00000122,FICTICIO_122,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_122,LUNES A SABADO,18:00 - 06:00,DOMINGO,ITDV-LURIN,1970-01-01,,2026-05-04,A,A,Asistencia,False,True
00000123,FICTICIO_123,SUPERVISOR DE OPERACIONES,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_123,LUNES A SABADO,18:00 - 06:00,DOMINGO,ITDV-LURIN,1970-01-01,,2026-05-04,A,A,Asistencia,False,True
00000124,FICTICIO_124,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_124,LUNES A SABADO,10:00 - 19:00,DOMINGO,ITDV-LURIN,1970-01-01,1970-01-01,2026-05-04,C,C,Cese,False,False
00000125,FICTICIO_125,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_125,LUNES A SABADO,7:00 - 16:00,DOMINGO,ITDV-LURIN,1970-01-01,1970-01-01,2026-05-04,C,C,Cese,False,False
00000126,FICTICIO_126,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_126,LUNES A SABADO,7:00 - 16:00,DOMINGO,ITDV-LURIN,1970-01-01,1970-01-01,2026-05-04,C,C,Cese,False,False
00000127,FICTICIO_127,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_127,LUNES A SABADO,12:00 - 21:00,DOMINGO,LATAM LOGISTIC,1970-01-01,,2026-05-04,A,A,Asistencia,False,True
00000128,FICTICIO_128,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"P58G+P4C, Av Gasoducto, Lurín 15842 - https://share.google/6ifaw21iLAJdnvM6h",SUPERVISOR_128,LUNES A DOMINGO,21:00 - 06:00,SÁBADO,LATAM LOGISTIC,1970-01-01,,2026-05-04,A,A,Asistencia,False,True
00000129,FICTICIO_129,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"P58G+P4C, Av Gasoducto, Lurín 15842 - https://share.google/6ifaw21iLAJdnvM6h",SUPERVISOR_129,LUNES A DOMINGO,21:00 - 06:00,SÁBADO,LATAM LOGISTIC,1970-01-01,,2026-05-04,A,A,Asistencia,False,True
00000130,FICTICIO_130,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"P58G+P4C, Av Gasoducto, Lurín 15842 - https://share.google/6ifaw21iLAJdnvM6h",SUPERVISOR_130,LUNES A DOMINGO,06:00 - 15:00,DOMINGO,LATAM LOGISTIC,2025-01-11,,2026-05-04,A,A,Asistencia,False,True
00000131,FICTICIO_131,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"P58G+P4C, Av Gasoducto, Lurín 15842 - https://share.google/6ifaw21iLAJdnvM6h",SUPERVISOR_131,LUNES A DOMINGO,12:00 - 21:00,DOMINGO,LATAM LOGISTIC,2025-01-11,,2026-05-04,A,A,Asistencia,False,True
00000132,FICTICIO_132,SUPERVISOR DE OPERACIONES,ALICORP SAA / 20100055237,"P58G+P4C, Av Gasoducto, Lurín 15842 - https://share.google/6ifaw21iLAJdnvM6h",SUPERVISOR_132,LUNES A DOMINGO,06:00 - 15:00,DOMINGO,LATAM LOGISTIC,2025-01-11,,2026-05-04,A,A,Asistencia,False,True
00000133,FICTICIO_133,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"P58G+P4C, Av Gasoducto, Lurín 15842 - https://share.google/6ifaw21iLAJdnvM6h",SUPERVISOR_133,LUNES A DOMINGO,21:00 - 06:00,SÁBADO,LATAM LOGISTIC,1970-01-01,,2026-05-04,A,A,Asistencia,False,True
00000134,FICTICIO_134,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"P58G+P4C, Av Gasoducto, Lurín 15842 - https://share.google/6ifaw21iLAJdnvM6h",SUPERVISOR_134,LUNES A DOMINGO,18:00 - 06:00,SÁBADO,LATAM LOGISTIC,1970-01-01,,2026-05-04,A,A,Asistencia,False,True
00000135,FICTICIO_135,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"P58G+P4C, Av Gasoducto, Lurín 15842 - https://share.google/6ifaw21iLAJdnvM6h",SUPERVISOR_135,LUNES A DOMINGO,21:00 - 06:00,SÁBADO,LATAM LOGISTIC,2025-01-11,,2026-05-04,A,A,Asistencia,False,True
00000136,FICTICIO_136,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"P58G+P4C, Av Gasoducto, Lurín 15842 - https://share.google/6ifaw21iLAJdnvM6h",SUPERVISOR_136,LUNES A DOMINGO,21:00 - 06:00,SÁBADO,LATAM LOGISTIC,1970-01-01,,2026-05-04,A,A,Asistencia,False,True
00000137,FICTICIO_137,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"P58G+P4C, Av Gasoducto, Lurín 15842 - https://share.google/6ifaw21iLAJdnvM6h",SUPERVISOR_137,LUNES A DOMINGO,06:00 - 15:00,DOMINGO,LATAM LOGISTIC,2025-01-11,,2026-05-04,A,A,Asistencia,False,True
00000138,FICTICIO_138,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"P58G+P4C, Av Gasoducto, Lurín 15842 - https://share.google/6ifaw21iLAJdnvM6h",SUPERVISOR_138,LUNES A DOMINGO,06:00 - 15:00,DOMINGO,LATAM LOGISTIC,2025-01-11,,2026-05-04,A,A,Asistencia,False,True
00000139,FICTICIO_139,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"P58G+P4C, Av Gasoducto, Lurín 15842 - https://share.google/6ifaw21iLAJdnvM6h",SUPERVISOR_139,LUNES A DOMINGO,06:00 - 15:00,DOMINGO,LATAM LOGISTIC,2025-01-11,,2026-05-04,A,A,Asistencia,False,True
00000140,FICTICIO_140,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"P58G+P4C, Av Gasoducto, Lurín 15842 - https://share.google/6ifaw21iLAJdnvM6h",SUPERVISOR_140,LUNES A DOMINGO,06:00 - 15:00,DOMINGO,LATAM LOGISTIC,2025-01-11,,2026-05-04,A,A,Asistencia,False,True
00000141,FICTICIO_141,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"P536+84V Industrial / Los Claveles, Lurín 15826",SUPERVISOR_141,LUNES A DOMINGO,06:00 - 18:00,DOMINGO,CD1 Y CD2,1970-01-01,,2026-05-04,A,A,Asistencia,False,True
00000142,FICTICIO_142,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"P58G+P4C, Av Gasoducto, Lurín 15842 - https://share.google/6ifaw21iLAJdnvM6h",SUPERVISOR_142,LUNES A DOMINGO,12:00 - 21:00,DOMINGO,LATAM LOGISTIC,2025-01-11,,2026-05-04,A,A,Asistencia,False,True
00000143,FICTICIO_143,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"P58G+P4C, Av Gasoducto, Lurín 15842 - https://share.google/6ifaw21iLAJdnvM6h",SUPERVISOR_143,LUNES A DOMINGO,06:00 - 15:00,DOMINGO,LATAM LOGISTIC,2025-01-11,,2026-05-04,A,A,Asistencia,False,True
00000144,FICTICIO_144,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"P58G+P4C, Av Gasoducto, Lurín 15842 - https://share.google/6ifaw21iLAJdnvM6h",SUPERVISOR_144,LUNES A DOMINGO,7:00 - 19:00,DOMINGO,LATAM LOGISTIC,1970-01-01,,2026-05-04,A,A,Asistencia,False,True
00000145,FICTICIO_145,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"P58G+P4C, Av Gasoducto, Lurín 15842 - https://share.google/6ifaw21iLAJdnvM6h",SUPERVISOR_145,LUNES A DOMINGO,7:00 - 19:00,DOMINGO,LATAM LOGISTIC,1970-01-01,,2026-05-04,A,A,Asistencia,False,True
00000146,FICTICIO_146,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,"Av. Industrial 652, Lurín 15823 - https://maps.app.goo.gl/EMBihf5jzh7A4nVL8",SUPERVISOR_146,LUNES A SABADO,07:00 - 16:00,DOMINGO,LURIN-ALMACENES,2025-01-11,,2026-05-04,A,A,Asistencia,False,True
00000147,FICTICIO_147,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,"Av. Industrial 652, Lurín 15823 - https://maps.app.goo.gl/EMBihf5jzh7A4nVL8",SUPERVISOR_147,LUNES A SABADO,07:00 - 16:00,DOMINGO,LURIN-ALMACENES,1970-01-01,,2026-05-04,A,A,Asistencia,False,True
00000148,FICTICIO_148,SUPERVISOR DE OPERACIONES,INTRADEVCO / 20417378911,"Av. Industrial 652, Lurín 15823 - https://maps.app.goo.gl/EMBihf5jzh7A4nVL8",SUPERVISOR_148,LUNES A SABADO,07:00 - 16:00,DOMINGO,LURIN-ALMACENES,2025-01-11,,2026-05-04,A,A,Asistencia,False,True
00000149,FICTICIO_149,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,"Av. Industrial 652, Lurín 15823 - https://maps.app.goo.gl/EMBihf5jzh7A4nVL8",SUPERVISOR_149,LUNES A SABADO,07:00 - 16:00,DOMINGO,LURIN-ALMACENES,2025-01-11,,2026-05-04,A,A,Asistencia,False,True
00000150,FICTICIO_150,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,"Av. Industrial 652, Lurín 15823 - https://maps.app.goo.gl/EMBihf5jzh7A4nVL8",SUPERVISOR_150,LUNES A SABADO,07:00 - 16:00,DOMINGO,LURIN-ALMACENES,2025-01-11,,2026-05-04,A,A,Asistencia,False,True
00000151,FICTICIO_151,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,"Av. Industrial 652, Lurín 15823 - https://maps.app.goo.gl/EMBihf5jzh7A4nVL8",SUPERVISOR_151,LUNES A SABADO,07:00 - 16:00,DOMINGO,LURIN-ALMACENES,2025-01-11,,2026-05-04,A,A,Asistencia,False,True
00000152,FICTICIO_152,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,"Av. Industrial 652, Lurín 15823 - https://maps.app.goo.gl/EMBihf5jzh7A4nVL8",SUPERVISOR_152,LUNES A SABADO,07:00 - 16:00,DOMINGO,LURIN-ALMACENES,,1970-01-01,2026-05-04,F,F,Falta,False,False
00000153,FICTICIO_153,SEGREGADOR,INTRADEVCO / 20417378911,"Av. Industrial 652, Lurín 15823 - https://maps.app.goo.gl/EMBihf5jzh7A4nVL8",SUPERVISOR_153,LUNES A SABADO,19:00 - 07:00,DOMINGO,LURIN-SEGREGACION,2025-01-11,,2026-05-04,A,A,Asistencia,False,True
00000154,FICTICIO_154,SEGREGADOR,INTRADEVCO / 20417378911,"Av. Industrial 652, Lurín 15823 - https://maps.app.goo.gl/EMBihf5jzh7A4nVL8",SUPERVISOR_154,LUNES A SABADO,07:00 - 16:00,DOMINGO,LURIN-SEGREGACION,2025-01-11,,2026-05-04,A,A,Asistencia,False,True
00000155,FICTICIO_155,JARDINERO,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_155,LUNES A SABADO,07:00 - 16:00,DOMINGO,LURIN-SEGREGACION,2025-01-11,,2026-05-04,A,A,Asistencia,False,True
00000156,FICTICIO_156,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,"Av. Industrial 652, Lurín 15823 - https://maps.app.goo.gl/EMBihf5jzh7A4nVL8",SUPERVISOR_156,LUNES A SABADO,07:00 - 16:00,DOMINGO,LURIN-SEGREGACION,2025-01-11,,2026-05-04,A,A,Asistencia,False,True
00000157,FICTICIO_157,LIMPIEZA DE PALETAS,ALICORP SAA / 20100055237,"Huascar 143, Callao 07021 - https://share.google/sUUV1IhYUliCANR07",SUPERVISOR_157,LUNES A SABADO,07:00 - 16:00,DOMINGO,MOLINO CALLAO,1970-01-01,,2026-05-04,A,A,Asistencia,False,True
00000158,FICTICIO_158,LIMPIEZA DE PALETAS,ALICORP SAA / 20100055237,"Huascar 143, Callao 07021 - https://share.google/sUUV1IhYUliCANR07",SUPERVISOR_158,LUNES A SABADO,12:00 - 21:00,DOMINGO,MOLINO CALLAO,2025-11-28,,2026-05-04,A,A,Asistencia,False,True
00000159,FICTICIO_159,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"Huascar 143, Callao 07021 - https://share.google/sUUV1IhYUliCANR07",SUPERVISOR_159,LUNES A SABADO,07:00 - 16:00,DOMINGO,MOLINO CALLAO,2025-01-11,,2026-05-04,A,A,Asistencia,False,True
00000160,FICTICIO_160,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"Huascar 143, Callao 07021 - https://share.google/sUUV1IhYUliCANR07",SUPERVISOR_160,LUNES A SABADO,07:00 - 16:00,DOMINGO,MOLINO CALLAO,2025-01-11,,2026-05-04,A,A,Asistencia,False,True
00000161,FICTICIO_161,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"Huascar 143, Callao 07021 - https://share.google/sUUV1IhYUliCANR07",SUPERVISOR_161,LUNES A SABADO,12:00 - 21:00,DOMINGO,MOLINO CALLAO,1970-01-01,,2026-05-04,A,A,Asistencia,False,True
00000162,FICTICIO_162,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"Huascar 143, Callao 07021 - https://share.google/sUUV1IhYUliCANR07",SUPERVISOR_162,LUNES A SABADO,07:00 - 16:00,DOMINGO,MOLINO CALLAO,1970-01-01,,2026-05-04,A,A,Asistencia,False,True
00000163,FICTICIO_163,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"Huascar 143, Callao 07021 - https://share.google/sUUV1IhYUliCANR07",SUPERVISOR_163,LUNES A SABADO,12:00 - 21:00,DOMINGO,MOLINO CALLAO,1970-01-01,,2026-05-04,F,F,Falta,False,True
00000164,FICTICIO_164,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"Huascar 143, Callao 07021 - https://share.google/sUUV1IhYUliCANR07",SUPERVISOR_164,LUNES A SABADO,07:00 - 16:00,DOMINGO,MOLINO CALLAO,2025-01-11,,2026-05-04,A,A,Asistencia,False,True
00000165,FICTICIO_165,SUPERVISOR DE OPERACIONES,ALICORP SAA / 20100055237,"Huascar 143, Callao 07021 - https://share.google/sUUV1IhYUliCANR07",SUPERVISOR_165,LUNES A SABADO,07:00 - 16:00,DOMINGO,MOLINO CALLAO,2025-01-11,,2026-05-04,A,A,Asistencia,False,True
00000166,FICTICIO_166,LIMPIEZA DE PALETAS,ALICORP SAA / 20100055237,"Huascar 143, Callao 07021 - https://share.google/sUUV1IhYUliCANR07",SUPERVISOR_166,LUNES A SABADO,07:00 - 16:00,DOMINGO,MOLINO CALLAO,2025-11-29,,2026-05-04,F,F,Falta,False,True
00000167,FICTICIO_167,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"Huascar 143, Callao 07021 - https://share.google/sUUV1IhYUliCANR07",SUPERVISOR_167,LUNES A SABADO,22:00 - 07:00,DOMINGO,MOLINO CALLAO,1970-01-01,,2026-05-04,A,A,Asistencia,False,True
00000168,FICTICIO_168,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"Huascar 143, Callao 07021 - https://share.google/sUUV1IhYUliCANR07",SUPERVISOR_168,LUNES A SABADO,07:00 - 16:00,DOMINGO,MOLINO CALLAO,2025-01-11,,2026-05-04,A,A,Asistencia,False,True
00000169,FICTICIO_169,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"Huascar 143, Callao 07021 - https://share.google/sUUV1IhYUliCANR07",SUPERVISOR_169,LUNES A SABADO,07:00 - 16:00,DOMINGO,MOLINO CALLAO,2025-01-11,,2026-05-04,A,A,Asistencia,False,True
00000170,FICTICIO_170,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"Huascar 143, Callao 07021 - https://share.google/sUUV1IhYUliCANR07",SUPERVISOR_170,LUNES A DOMINGO,13:00 - 22:00,DOMINGO,MOLINO CALLAO,1970-01-01,1970-01-01,2026-05-04,C,C,Cese,False,False
00000171,FICTICIO_171,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"Huascar 143, Callao 07021 - https://share.google/sUUV1IhYUliCANR07",SUPERVISOR_171,LUNES A SABADO,07:00 - 16:00,DOMINGO,MOLINO CALLAO,1970-01-01,,2026-05-04,F,F,Falta,False,True
00000172,FICTICIO_172,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"Huascar 143, Callao 07021 - https://share.google/sUUV1IhYUliCANR07",SUPERVISOR_172,LUNES A SABADO,07:00 - 16:00,DOMINGO,MOLINO CALLAO,2025-01-11,,2026-05-04,A,A,Asistencia,False,True
00000173,FICTICIO_173,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"Huascar 143, Callao 07021 - https://share.google/sUUV1IhYUliCANR07",SUPERVISOR_173,LUNES A SABADO,07:00 - 16:00,DOMINGO,MOLINO CALLAO,2025-11-28,1970-01-01,2026-05-04,C,C,Cese,False,False
00000174,FICTICIO_174,LIMPIEZA DE PALETAS,ALICORP SAA / 20100055237,"Huascar 143, Callao 07021 - https://share.google/sUUV1IhYUliCANR07",SUPERVISOR_174,LUNES A SABADO,07:00 - 16:00,DOMINGO,MOLINO CALLAO,2025-01-11,,2026-05-04,A,A,Asistencia,False,True
00000175,FICTICIO_175,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"Huascar 143, Callao 07021 - https://share.google/sUUV1IhYUliCANR07",SUPERVISOR_175,LUNES A SABADO,07:00 - 16:00,DOMINGO,PREDIO CENTRAL,1970-01-01,,2026-05-04,A,A,Asistencia,False,True
00000176,FICTICIO_176,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"Huascar 143, Callao 07021 - https://share.google/sUUV1IhYUliCANR07",SUPERVISOR_176,LUNES A SABADO,07:00 - 16:00,DOMINGO,MOLINO CALLAO,1970-01-01,,2026-05-04,A,A,Asistencia,False,True
00000177,FICTICIO_177,MAQUINISTA BARREDORA,ALICORP SAA / 20100055237,"Huascar 143, Callao 07021 - https://share.google/sUUV1IhYUliCANR07",SUPERVISOR_177,LUNES A SABADO,22:00 - 07:00,DOMINGO,MOLINO CALLAO,2025-01-11,,2026-05-04,A,A,Asistencia,False,True
00000178,FICTICIO_178,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"Huascar 143, Callao 07021 - https://share.google/sUUV1IhYUliCANR07",SUPERVISOR_178,LUNES A SABADO,07:00 - 16:00,DOMINGO,MOLINO CALLAO,1970-01-01,,2026-05-04,M,M,Maternidad,False,True
00000179,FICTICIO_179,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"Huascar 143, Callao 07021 - https://share.google/sUUV1IhYUliCANR07",SUPERVISOR_179,LUNES A SABADO,07:00 - 16:00,DOMINGO,MOLINO CALLAO,2025-01-11,,2026-05-04,A,A,Asistencia,False,True
00000180,FICTICIO_180,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"Huascar 143, Callao 07021 - https://share.google/sUUV1IhYUliCANR07",SUPERVISOR_180,LUNES A SABADO,07:00 - 16:00,DOMINGO,MOLINO CALLAO,1970-01-01,,2026-05-04,A,A,Asistencia,False,True
00000181,FICTICIO_181,LIMPIEZA DE PALETAS,ALICORP SAA / 20100055237,"Huascar 143, Callao 07021 - https://share.google/sUUV1IhYUliCANR07",SUPERVISOR_181,LUNES A SABADO,07:00 - 16:00,DOMINGO,MOLINO CALLAO,2025-01-11,,2026-05-04,A,A,Asistencia,False,True
00000182,FICTICIO_182,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"Huascar 143, Callao 07021 - https://share.google/sUUV1IhYUliCANR07",SUPERVISOR_182,LUNES A SABADO,22:00 - 07:00,DOMINGO,MOLINO CALLAO,2025-01-11,,2026-05-04,A,A,Asistencia,False,True
00000183,FICTICIO_183,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"Huascar 143, Callao 07021 - https://share.google/sUUV1IhYUliCANR07",SUPERVISOR_183,LUNES A SABADO,07:00 - 16:00,DOMINGO,MOLINO CALLAO,2025-01-11,,2026-05-04,A,A,Asistencia,False,True
00000184,FICTICIO_184,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"Huascar 143, Callao 07021 - https://share.google/sUUV1IhYUliCANR07",SUPERVISOR_184,LUNES A SABADO,12:00 - 21:00,DOMINGO,MOLINO CALLAO,2026-01-21,1970-01-01,2026-05-04,C,C,Cese,False,False
00000185,FICTICIO_185,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"Huascar 143, Callao 07021 - https://share.google/sUUV1IhYUliCANR07",SUPERVISOR_185,LUNES A SABADO,07:00 - 16:00,DOMINGO,MOLINO CALLAO,2025-11-11,,2026-05-04,A,A,Asistencia,False,True
00000186,FICTICIO_186,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"Huascar 143, Callao 07021 - https://share.google/sUUV1IhYUliCANR07",SUPERVISOR_186,LUNES A SABADO,12:00 - 21:00,DOMINGO,MOLINO CALLAO,1970-01-01,,2026-05-04,A,A,Asistencia,False,True
00000187,FICTICIO_187,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"Huascar 143, Callao 07021 - https://share.google/sUUV1IhYUliCANR07",SUPERVISOR_187,LUNES A SABADO,07:00 - 16:00,DOMINGO,MOLINO CALLAO,2025-01-11,,2026-05-04,A,A,Asistencia,False,True
00000188,FICTICIO_188,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"Huascar 143, Callao 07021 - https://share.google/sUUV1IhYUliCANR07",SUPERVISOR_188,LUNES A SABADO,07:00 - 16:00,DOMINGO,MOLINO CALLAO,2025-01-11,,2026-05-04,A,A,Asistencia,False,True
00000189,FICTICIO_189,LIMPIEZA DE PALETAS,ALICORP SAA / 20100055237,"Huascar 143, Callao 07021 - https://share.google/sUUV1IhYUliCANR07",SUPERVISOR_189,LUNES A SABADO,07:00 - 16:00,DOMINGO,MOLINO CALLAO,2025-01-11,,2026-05-04,A,A,Asistencia,False,True
00000190,FICTICIO_190,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"Huascar 143, Callao 07021 - https://share.google/sUUV1IhYUliCANR07",SUPERVISOR_190,LUNES A SABADO,22:00 - 07:00,DOMINGO,MOLINO CALLAO,2025-01-11,,2026-05-04,A,A,Asistencia,False,True
00000191,FICTICIO_191,OPERARIO DE LIMPIEZA,MASTERBREAD S.A. / MASTERBREAD / 20557345931,Urb. Zona Industrial Av. Industrial Mz W. Lte 01 Paita - https://maps.app.goo.gl/jWFnSnuJi72LKvKZ7,SUPERVISOR_191,LUNES A SABADO,06:00 - 15:00,DOMINGO,MOLINO PAITA,2025-01-11,,2026-05-04,A,A,Asistencia,False,True
00000192,FICTICIO_192,OPERARIO DE LIMPIEZA,MASTERBREAD S.A. / MASTERBREAD / 20557345931,Urb. Zona Industrial Av. Industrial Mz W. Lte 01 Paita - https://maps.app.goo.gl/jWFnSnuJi72LKvKZ7,SUPERVISOR_192,LUNES A SABADO,06:00 - 15:00,DOMINGO,MOLINO PAITA,2025-01-11,,2026-05-04,A,A,Asistencia,False,True
00000193,FICTICIO_193,OPERARIO DE LIMPIEZA,MASTERBREAD S.A. / MASTERBREAD / 20557345931,Urb. Zona Industrial Av. Industrial Mz W. Lte 01 Paita - https://maps.app.goo.gl/jWFnSnuJi72LKvKZ7,SUPERVISOR_193,LUNES A SABADO,06:00 - 15:00,DOMINGO,MOLINO PAITA,2025-01-11,,2026-05-04,A,A,Asistencia,False,True
